"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1903313","GO:1903313","positive regulation of mRNA metabolic process","70/5323","144/14636",0.00166250185539439,0.0312452554587358,0.0264559118784123,"ALKBH5/BTG2/CAPRIN1/CELF1/CELF3/CELF4/CIRBP/CLNS1A/CNOT10/CNOT7/CPEB3/CSDE1/DAZAP1/DCP1A/DCP2/DHX9/EIF1/ELAVL1/EXOSC10/EXOSC3/EXOSC5/EXOSC9/FTO/FXR2/GTPBP1/HNRNPD/HNRNPU/IGF2BP1/KHSRP/METTL3/MLH1/MOV10/NCBP1/NCL/NUP98/PABPC1/PAIP1/PARN/PATL1/PDE12/POLR2G/PRDX6/PRMT5/PRPF19/PRR5L/QKI/RBM24/RBM3/RBMX/RC3H1/RC3H2/ROCK1/SAMD4A/SAMD4B/SF3B4/SNRNP70/SYNCRIP/TNKS1BP1/TNRC6B/TOB1/TTC5/UPF1/WDR77/YBX1/YTHDF2/YTHDF3/ZC3H12A/ZC3HAV1/ZFP36/ZFP36L1",70
"GO:0030512","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","49/5323","95/14636",0.00168478032648044,0.0314571682426503,0.0266353421904658,"ADAM17/ARID4A/ARID4B/BMP2/BRMS1/BRMS1L/CAV2/CDH3/CHST11/EID2/FAM89B/FBN1/FBN2/FKBP1A/GLG1/HDAC1/HSPA1A/HSPA5/HTRA1/IL17RD/ING1/ING2/LTBP1/MTMR4/OGT/ONECUT2/PDPK1/PEG10/PPARA/PPARG/PPM1A/RASL11B/RBBP4/RBBP7/SAP30/SAP30L/SIN3A/SKI/SLC2A10/SMAD6/SNX25/SPRED1/SPRY2/STRAP/TET1/TGFBR3/USP15/ZBTB7A/ZNF451",49
"GO:0062197","GO:0062197","cellular response to chemical stress","128/5323","285/14636",0.00169018692174908,0.0314571682426503,0.0266353421904658,"ABL1/AGAP3/AIFM1/AIFM2/AKR1B1/AKT1/ALOX5/AQP1/ARHGEF2/ARL6IP5/ARNT/ATG7/ATP2A2/BAD/BDKRB2/BMP7/CAPN3/CASP3/CAT/CAV1/CHUK/CLN3/CPEB2/DAPK1/DDIT3/DHFR/DHRS2/EDNRA/EFHD1/EGFR/EIF2AK3/ERN1/ETV5/FANCC/FAS/FBLN5/FOS/FXN/GCH1/GJB2/GLRX2/GPR37/GPX1/GSR/HIF1A/HM13/HSF1/HSPA1A/HSPA1B/IL18BP/JUN/KDM6B/KEAP1/KLF4/LETM1/LRRC8C/LRRC8D/MAP2K4/MAPK1/MAPK3/MAPKAP1/MAPT/MDM2/MGAT3/MLST8/MMP2/MTOR/MYB/MYLK/NFAT5/NME2/NQO1/NR4A2/PARK7/PARP1/PCGF2/PCK1/PDGFRA/PDK2/PEX10/PEX13/PEX2/PEX5/PLEC/PNPLA8/PPARGC1A/PPARGC1B/PPIA/PPIF/PRDX1/PRDX2/PRDX3/PRKAA2/PRKRA/PRR5L/PTPRK/PXN/RBM11/RELA/RELB/RHOB/RIPK1/RPTOR/SCN2A/SESN2/SIRT2/SLC25A14/SLC25A23/SLC25A24/SLC2A1/SLC4A11/SLC7A11/SOD1/SRXN1/STAU1/TBC1D24/TNFAIP3/TP53INP1/TRAP1/TRPV4/TSPO/USP15/VKORC1L1/XRCC5/XRCC6/ZC3H12A/ZFP36L1/ZNF277",128
"GO:0007040","GO:0007040","lysosome organization","52/5323","102/14636",0.00173001271097708,0.0317362140377327,0.026871615213565,"ABCA1/ACP2/AP3B1/ARL8B/ARSB/ATP6AP1/ATP6V0A1/ATP6V0B/ATP6V0C/ATP6V1A/ATP6V1F/ATP6V1H/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/CLN3/CLN5/CLN6/CREG1/GAA/GRN/HEXB/HOOK3/HPS1/IRGM/LAMP1/LAMP2/LAMTOR1/LIPA/MTOR/NAGPA/PI4KB/PPP3CB/RAB7A/SCARB2/SNAPIN/SPG11/SPNS1/SRPX/TFE3/TMEM106B/TMEM199/TMEM9/TPCN2/VPS18/VPS33A/VPS33B/VPS35/ZFYVE26",52
"GO:0048144","GO:0048144","fibroblast proliferation","52/5323","102/14636",0.00173001271097708,0.0317362140377327,0.026871615213565,"ABL1/AQP1/B4GALT7/BAX/BMI1/BRK1/C1QL4/CAV1/CCNA2/CCNB1/CDC6/CDK4/CDK6/CDKN1A/CKS1B/CKS2/COL3A1/CTNNB1/DAB2IP/DAZAP1/DHX9/DPH1/E2F1/EGFR/EMD/FN1/FTH1/GAS6/GPX1/HRAS/ING5/KAT2A/LIF/LIG4/MED25/MORC3/MYB/MYC/NUPR1/PDGFA/PDGFC/PDGFRA/PEX2/PRDX1/RNASEH2B/SFRP1/SIRT6/SKI/TP53INP1/WNT7B/ZMIZ1/ZMPSTE24",52
"GO:0080171","GO:0080171","lytic vacuole organization","52/5323","102/14636",0.00173001271097708,0.0317362140377327,0.026871615213565,"ABCA1/ACP2/AP3B1/ARL8B/ARSB/ATP6AP1/ATP6V0A1/ATP6V0B/ATP6V0C/ATP6V1A/ATP6V1F/ATP6V1H/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/CLN3/CLN5/CLN6/CREG1/GAA/GRN/HEXB/HOOK3/HPS1/IRGM/LAMP1/LAMP2/LAMTOR1/LIPA/MTOR/NAGPA/PI4KB/PPP3CB/RAB7A/SCARB2/SNAPIN/SPG11/SPNS1/SRPX/TFE3/TMEM106B/TMEM199/TMEM9/TPCN2/VPS18/VPS33A/VPS33B/VPS35/ZFYVE26",52
"GO:0001824","GO:0001824","blastocyst development","55/5323","109/14636",0.00175444073297161,0.0319294629332858,0.0270352424803705,"ACTL6A/ACVR1C/ADA/ASF1B/BCOR/BYSL/CAPN2/CCDC24/CCNB1IP1/CDX2/CITED2/CMTM3/CTR9/EMG1/ETV2/FBLL1/FURIN/GINS1/GINS4/JUNB/KLF4/LATS2/LPAR6/MATR3/MFN2/N4BP2L2/NBN/NCAPG2/NLE1/PHF6/PPP4R4/PSMC4/PTPN18/RBBP8/RPL13/RPL7L1/RRM2/RRP7A/RTF1/SBDS/SLC35E2B/SMARCB1/SP3/SPECC1/STMN3/SUPT6H/TAF8/TBL1XR1/TET1/THOC2/TTLL1/WDR74/YAP1/ZBED6/ZP3",55
"GO:0006606","GO:0006606","protein import into nucleus","72/5323","149/14636",0.00176014879563697,0.0319294629332858,0.0270352424803705,"AKIRIN2/AKT1/BAG3/BCL3/BMP4/CDH1/CDKN1A/CHP2/CRY2/CSE1L/DMAP1/ELAVL1/FERMT1/HSP90AA1/HYAL2/ING1/IPO11/IPO13/IPO4/IPO5/IPO7/IPO8/IPO9/KPNA1/KPNA2/KPNA6/KPNB1/MAVS/MDFIC/MED1/NUP107/NUP133/NUP188/NUP214/NUP50/NUP54/NUP85/NUP88/NUP93/NUP98/NUTF2/PIK3R1/PKIG/POLA2/POM121/POM121C/POM121L2/PPP3R1/PRICKLE1/PTTG1IP/RAB23/RAN/RANBP6/RANGRF/RBM22/SEC13/SIRT6/SNUPN/SPG11/STAT3/STK3/STK4/SUFU/SYK/TGFB1/TNPO1/TNPO2/TNPO3/TRIM28/TSC2/TXNIP/ZC3H12A",72
"GO:0072659","GO:0072659","protein localization to plasma membrane","121/5323","268/14636",0.00177081284786952,0.0319294629332858,0.0270352424803705,"ACTB/ACTN2/AKAP5/AKT1/AKT2/ANK1/ANK2/AP2M1/ARFRP1/ARL6IP5/ATP6AP1/BBS2/BCL2L1/BSG/CACNB3/CCDC88A/CDH1/CDK5/CLN3/CSK/DAB2/DCHS1/EFR3A/EFR3B/EGFR/EHD1/EPHA2/EPHA3/EPHB2/EXOC5/F11R/FCHO2/FLOT2/FRMD8/GAK/GAS6/GBP1/GGA2/GOLPH3/GRIP2/INPP5K/ITGA3/ITGB1/ITGB1BP1/KCNIP3/KCNJ11/KIF13A/LAMA5/LDLRAP1/LRP1/LRP6/LYPD1/MACF1/MYL12A/MYO5A/NKD2/NSF/OPTN/P2RY1/PACS1/PACSIN1/PALM/PDPK1/PIGW/PIK3R1/PIP5K1A/PKP2/PLEKHF1/PPFIA1/PPIL2/PPP1R9B/PREPL/PRKCH/PSMD10/PTPN9/RAB10/RAB13/RAB26/RAB31/RAB3B/RAB3D/RAB40C/RAB7A/RAB8A/RAB8B/RAMP2/RANGRF/RAP2A/RAPGEF2/RDX/RER1/RHOQ/ROCK1/RSC1A1/SCARB2/SCRIB/SEC16A/SIRT6/SORL1/SPTBN4/STAC/STXBP1/TGFB1/TMBIM1/TMED2/TMEM59/TPBG/TSPAN5/TTC8/VAMP2/VAMP3/VAMP8/VPS35/VPS4A/VTI1B/ZDHHC23/ZDHHC3/ZDHHC4/ZDHHC5/ZDHHC7/ZFYVE27",121
"GO:0071230","GO:0071230","cellular response to amino acid stimulus","37/5323","68/14636",0.00177385905184921,0.0319294629332858,0.0270352424803705,"ASS1/BAIAP2/BCL2L1/BCL2L2/CAPN2/CEBPB/COL3A1/COL4A1/COL4A6/CPEB1/CPEB3/CPEB4/CYBB/EGFR/GCLC/GRIN2D/HNRNPD/HSF1/IPO5/LAMTOR1/LAMTOR3/MMP2/MTOR/NTRK2/PDGFC/PDGFRA/PNPLA3/RPTOR/RRAGA/RRAGC/RRAGD/SESN2/SESN3/SIX1/SLC7A5/XBP1/ZEB1",37
"GO:1902373","GO:1902373","negative regulation of mRNA catabolic process","32/5323","57/14636",0.00180342967422152,0.0323100437895576,0.0273574870403305,"ANGEL2/CIRBP/CSDE1/DHX34/DHX9/E2F1/ELAVL1/FMR1/FUS/GDNF/HNRNPA0/HNRNPD/HNRNPU/IGF2BP1/IGF2BP2/LARP1/LARP1B/LARP4B/MAPKAPK2/PABPC1/PAIP1/QKI/RBM10/RBM24/SECISBP2/SYNCRIP/TIRAP/TOB1/TRAF2/TRAF5/YBX1/ZFP36",32
"GO:0098876","GO:0098876","vesicle-mediated transport to the plasma membrane","66/5323","135/14636",0.00185311551713267,0.0328907432980604,0.0278491756118986,"ACTN2/AKAP5/ANKRD27/ANKRD50/ARFGEF2/ARFRP1/ARL3/ATP6AP1/ATP9A/BBS2/BVES/CCDC22/CCDC93/CLN3/CMTM6/CPLX1/CSK/EHD1/EXOC4/EXOC5/EXOC8/GGA2/GOLPH3/GRIP2/HGS/KIF13A/LMTK2/MACF1/MICALL1/NDRG4/NSF/OPTN/OSBPL5/PREPL/RAB10/RAB11B/RAB11FIP3/RAB13/RAB26/RAB31/RAB35/RAB7A/RAB8A/RAB8B/RABEP1/RSC1A1/SCARB2/SCRIB/SEC16A/SNAP25/SNF8/SNX12/SNX17/SNX27/SNX3/SORL1/STEAP2/STX16/VAMP2/VAMP3/VPS26A/VPS35/VPS39/VPS53/VTI1A/WIPF3",66
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","116/5323","256/14636",0.0018666199460305,0.0328907432980604,0.0278491756118986,"ABL1/ACVR1B/ADAM17/AMH/ARID4A/ARID4B/AXIN1/BMP2/BMP4/BMP7/BMPER/BRMS1/BRMS1L/CAV2/CDH3/CDKN1C/CDKN2B/CHRD/CHST11/CITED2/CRIM1/CSNK2B/DAB2/DKK3/EID2/FAM89B/FBN1/FBN2/FERMT1/FKBP1A/FST/FSTL1/FSTL4/GATA4/GDF7/GLCE/GLG1/GPC3/GPR155/HDAC1/HES1/HES5/HSP90AB1/HSPA1A/HSPA5/HTRA1/IL17RD/ING1/ING2/INHBA/ITGA3/ITGA8/KIAA0319/LATS2/LRP1/LRP2/LTBP1/LTBP4/MAGI2/MEN1/MSX1/MSX2/MTMR4/NCLN/NOG/NPNT/NUMA1/NUP93/OGT/ONECUT2/PARP1/PDPK1/PEG10/PPARA/PPARG/PPM1A/PRMT1/RASL11B/RBBP4/RBBP7/RBPJ/RBPMS2/RGMA/SAP30/SAP30L/SCUBE3/SDCBP/SFRP1/SFRP4/SH2B1/SIN3A/SKI/SLC2A10/SMAD2/SMAD6/SNX25/SORL1/SPRED1/SPRY2/STRAP/SULF1/TET1/TGFB1/TGFBR2/TGFBR3/TOB1/TRIM33/TSC22D1/UBE2D1/UBE2O/USP15/ZBTB7A/ZEB1/ZEB2/ZNF451/ZNF703",116
"GO:0032527","GO:0032527","protein exit from endoplasmic reticulum","25/5323","42/14636",0.00187015702633729,0.0328907432980604,0.0278491756118986,"BCAP31/BRSK2/DERL1/EDEM1/FAF2/GCC2/HERPUD1/HM13/HSP90B1/INSIG1/NPLOC4/RANGRF/RHBDD1/SAR1A/SAR1B/SEC13/SEC16A/SLC35D3/SORL1/SVIP/TECPR2/TMEM30A/UBE2G2/VCP/YOD1",25
"GO:0060563","GO:0060563","neuroepithelial cell differentiation","25/5323","42/14636",0.00187015702633729,0.0328907432980604,0.0278491756118986,"ABL1/ASCL1/B9D1/BCCIP/BMP2/BMP4/CEBPB/CTNNB1/DLL1/FAM20C/FGF2/GATA2/HES1/INSM1/IPO7/JAG1/MAP1B/MSX1/POU3F2/RPTOR/SMAD2/SOX4/TGFB1/TUBB/WNT11",25
"GO:0006469","GO:0006469","negative regulation of protein kinase activity","71/5323","147/14636",0.00191572285336041,0.0335072015933333,0.0283711417823463,"ABL1/ADAR/ADARB1/AIDA/AKT1/AKT1S1/BMP2/CAMK2N1/CAV1/CDK5RAP3/CDKN1A/CDKN1C/CEP85/CHMP6/CORO1C/DAB2IP/DEPTOR/DUSP10/DUSP3/DUSP7/EPHB2/GADD45A/GNAQ/HEG1/HEXIM1/HIPK3/HSPB1/HYAL2/INPP5K/IPO5/IPO7/ITGB1BP1/LATS2/LRP6/MEN1/MVP/NR2F2/PAK2/PARK7/PDPK1/PKIB/PKIG/PLK1/PPARG/PPIA/PPM1F/PRKAR1A/PRKAR1B/PRKAR2A/PRKAR2B/PTPN1/PTPRJ/RGS14/SFN/SLC8A1/SMCR8/SOCS4/SPRED1/SPRY2/SPRY4/TAF7/TARBP2/TFAP4/TRIB2/TRIB3/TSC2/UBASH3B/UCHL1/VPS25/YWHAG/ZGPAT",71
"GO:0032869","GO:0032869","cellular response to insulin stimulus","86/5323","183/14636",0.00193235582029122,0.0335072015933333,0.0283711417823463,"ADIPOR1/AKT1/AKT2/BAIAP2/BCAR1/CAPN10/CAV2/CPEB1/CPEB2/CTSD/EEF2K/EIF4EBP2/GCLC/GHR/GNAI2/GOT1/GRB2/GSK3A/HRAS/IGF1R/INHBB/INPP5K/INSIG1/INSR/IRS1/IRS4/LPIN1/LPIN3/MAPK1/MAPK3/MTOR/MYO1C/MYO5A/NCK1/NCL/NCOA1/NCOA2/NCOA5/NR1H4/OGT/PARP1/PCK1/PCK2/PDE3B/PDK2/PDK4/PDPK1/PIK3R1/PIP4K2B/PIP4K2C/PNPLA3/POU4F2/PPARG/PTPN1/PTPN11/PTPN2/PTPRE/RAB10/RAB13/RAB31/RAB8A/RAF1/RBM4/RELA/RHOQ/RPS6KB1/SESN3/SLC27A1/SLC27A4/SLC2A8/SLC39A14/SMARCC1/SORL1/SOS2/SP1/SREBF1/TBC1D4/TRIB3/TSC2/UCP2/VAMP2/XBP1/YWHAG/ZDHHC7/ZFP36L1/ZNF592",86
"GO:0051098","GO:0051098","regulation of binding","100/5323","217/14636",0.00193843363999723,0.0335072015933333,0.0283711417823463,"ABL1/ACD/ACTB/ADD1/ADD2/ADRB2/AKT1/ANXA2/APP/ATP2A2/AURKB/B2M/BAX/BCL3/BMP2/BMP4/BTAF1/BTBD1/CCPG1/CDKN1A/CEBPG/CLN5/CPNE1/CRK/CSNK2B/CTNNBIP1/DAB2/DOT1L/DPH3/E2F1/EDF1/EIF4G1/EPB41/EPHA4/FKBP1A/GAS8/GNL3L/GTF2F1/HAND2/HES1/HJURP/HMBOX1/HMGB1/HMGB2/IFI16/IFIT2/ITGA4/ITGB1BP1/JUN/LDLRAP1/LRP1/MAD2L2/MARK2/MED25/MITD1/NCBP1/NMD3/NME1/NOG/NSD1/PARK7/PBXIP1/PER2/PEX19/PLK1/POU4F1/POU4F2/PPARG/PPP2CA/PRKACA/PRMT7/PTPRF/RALB/RAN/RAPGEF2/RIPK2/RNF220/ROCK1/SIRT2/SKI/SMAD2/SNAPIN/SPPL3/STK3/STK4/STMN1/SUMO3/SYMPK/TFAP4/TFIP11/TMBIM6/TRAF6/TRIB3/TRIM6/TTBK2/TWIST1/USP33/ZBTB7A/ZFPM1/ZNF618",100
"GO:0045911","GO:0045911","positive regulation of DNA recombination","31/5323","55/14636",0.00194016660243088,0.0335072015933333,0.0283711417823463,"ACTB/ACTL6A/ACTR2/ARID2/ATAD5/DMAP1/EPC2/ERCC2/EXOSC3/EXOSC6/FANCB/FUS/KAT5/MAD2L2/MEAF6/MLH1/MORF4L2/MSH2/PARP1/PAXIP1/PIAS4/PMS2/RAD51AP1/RUVBL1/RUVBL2/TFRC/TGFB1/TIMELESS/TP53BP1/TRRAP/WDR48",31
"GO:1904262","GO:1904262","negative regulation of TORC1 signaling","24/5323","40/14636",0.00197211550284774,0.0339062369413374,0.0287090120877151,"AKT1S1/ATXN3/DEPDC5/DEPTOR/ITFG2/KPTN/MAPK3/NPRL3/PRKAA2/PRKACA/PRKACB/RNF152/RNF167/SEC13/SEH1L/SESN2/SESN3/TBK1/TSC2/UBE2D1/UBE2N/USP7/VHL/YWHAG",24
"GO:0014033","GO:0014033","neural crest cell differentiation","47/5323","91/14636",0.0019994648826372,0.0342229837501384,0.0289772072276932,"ALDH1A2/BMP4/BMP7/CDC42/CITED2/CORO1C/EDNRA/EDNRB/FN1/GBX2/GDNF/HAND2/HES1/HIF1A/JAG1/KBTBD8/KITLG/LAMA5/LRP6/MAPK1/MAPK3/MEF2C/NOLC1/NRP2/NRTN/OTUD5/PDCD6/PEF1/SEMA3D/SEMA3E/SEMA3F/SEMA4C/SEMA4F/SEMA4G/SEMA5B/SEMA6A/SEMA6B/SEMA6D/SFRP1/SIX1/SNAI2/SOX8/SOX9/TAPT1/TBX1/TCOF1/TWIST1",47
"GO:0032006","GO:0032006","regulation of TOR signaling","62/5323","126/14636",0.00205646095155134,0.0349142616994682,0.0295625245260302,"AKT1/AKT1S1/ATXN3/C9orf72/CLEC16A/CTNS/DDIT4/DEPDC5/DEPTOR/FAM83D/FBXO9/FNIP2/GAS6/GNA12/GOLPH3/GPR137/GPR137C/GPR155/GSK3A/HIF1A/ITFG2/KPTN/LAMTOR1/LAMTOR3/MAPK3/MAPKAPK5/MLST8/NPRL3/OGT/OTUB1/OTUD5/PDCD6/PIH1D1/PIM1/PRKAA2/PRKACA/PRKACB/RICTOR/RNF152/RNF167/RPS6KB1/RPTOR/RRAGA/RRAGC/RRAGD/SEC13/SEH1L/SESN2/SESN3/SMCR8/SYK/TBK1/TMEM127/TSC2/UBE2D1/UBE2N/USP4/USP7/VHL/WAC/YWHAG/ZMPSTE24",62
"GO:0006754","GO:0006754","ATP biosynthetic process","35/5323","64/14636",0.00207996985179913,0.0349142616994682,0.0295625245260302,"ADCY10/ALDOA/ATP6V0C/ATP6V1A/DNAJC30/ENO1/LIPA/NDUFA1/NDUFA11/NDUFA12/NDUFA5/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB2/NDUFB5/NDUFB8/NDUFB9/NDUFC2/NDUFS2/NDUFS3/NDUFS5/NDUFS6/NDUFS7/NDUFS8/PARP1/PPARA/PPARGC1A/SDHC/SLC25A13/SPHK2/TGFB1/TMSB4X/VCP",35
"GO:0042147","GO:0042147","retrograde transport, endosome to Golgi","43/5323","82/14636",0.00208297577135141,0.0349142616994682,0.0295625245260302,"ANKFY1/ARFIP1/ARFRP1/ATP9A/BAIAP3/BET1L/CLN5/DCTN1/DENND2A/EVI5/GBF1/GCC2/GOLT1B/PLEKHA3/PREPL/RAB6B/RAB6C/RAB7A/RAB9A/RGP1/RHOBTB3/SNX12/SNX3/SNX32/SNX8/SPAG9/STX16/TBC1D10B/TBC1D14/TBC1D5/TMEM87B/TRAPPC10/UBE2O/USP7/VAMP3/VPS26A/VPS26B/VPS35/VPS53/VTI1A/VTI1B/WIPF3/YKT6",43
"GO:0045185","GO:0045185","maintenance of protein location","43/5323","82/14636",0.00208297577135141,0.0349142616994682,0.0295625245260302,"AKT1/ARL2BP/BBS4/CAV1/CCDC22/CCDC88A/CDK5/CIZ1/DBN1/FBN1/FBN2/FKRP/GET4/GOLPH3/GPAA1/HK1/HNRNPU/HSPA5/INSIG1/KDELR1/KDELR2/KDELR3/LTBP1/MORC3/PARK7/PDIA2/PSMD10/RANGAP1/RER1/SCIN/SKP1/SORL1/SUFU/SUN2/SYNE1/TAF8/TMED2/TMSB4X/TSPO/TWF1/TWF2/VPS13D/YWHAB",43
"GO:0042255","GO:0042255","ribosome assembly","30/5323","53/14636",0.00208538495805378,0.0349142616994682,0.0295625245260302,"ABT1/BRIX1/C1QBP/DDX28/DHX30/DHX37/EIF1AX/EIF2A/EIF5/EIF5B/EIF6/ERAL1/MDN1/MRPL20/MRPS2/MRPS7/NGRN/NLE1/NOP2/PPAN/PWP2/RPL23A/RPS15/RPS27/RPS27L/RPSA/RRP7A/RRS1/SBDS/XRCC5",30
"GO:0033673","GO:0033673","negative regulation of kinase activity","75/5323","157/14636",0.00211650294916515,0.0349983469797528,0.0296337210239567,"ABL1/ADAR/ADARB1/AIDA/AKT1/AKT1S1/BMP2/CAMK2N1/CAV1/CDK5RAP3/CDKN1A/CDKN1C/CEP85/CHMP6/CORO1C/DAB2IP/DEPTOR/DUSP10/DUSP3/DUSP7/EPHB2/GADD45A/GNAQ/HEG1/HEXIM1/HIPK3/HNRNPU/HSPB1/HYAL2/INPP5K/IPO5/IPO7/ITGB1BP1/LATS2/LRP6/MAPT/MEN1/MIDN/MVP/NR2F2/PAK2/PARK7/PDPK1/PKIB/PKIG/PLK1/PPARG/PPIA/PPM1F/PRDX3/PRKAR1A/PRKAR1B/PRKAR2A/PRKAR2B/PTPN1/PTPRJ/RGS14/SFN/SLC8A1/SMCR8/SOCS4/SPRED1/SPRY2/SPRY4/TAF7/TARBP2/TFAP4/TRIB2/TRIB3/TSC2/UBASH3B/UCHL1/VPS25/YWHAG/ZGPAT",75
"GO:0001510","GO:0001510","RNA methylation","39/5323","73/14636",0.00211779251416344,0.0349983469797528,0.0296337210239567,"AKT1/ALKBH8/EMG1/FBL/FBLL1/FTSJ1/FTSJ3/GTPBP3/HSD17B10/LARP7/LCMT2/MEPCE/METTL1/METTL2B/METTL3/METTL6/NOP2/NSUN2/NSUN5/NSUN6/PCIF1/RBM15/RBM15B/SNRPB/SNRPD1/SNRPD2/SNRPD3/TARBP1/TFB1M/THADA/THUMPD2/TRMT1/TRMT112/TRMT2B/TRMT61A/TYW3/WDR4/WDR6/ZC3H13",39
"GO:0035304","GO:0035304","regulation of protein dephosphorylation","39/5323","73/14636",0.00211779251416344,0.0349983469797528,0.0296337210239567,"ANKLE2/ARPP19/BOD1/CALM1/CALM2/CALM3/CDCA2/CRY2/DLC1/ENSA/FKBP1A/FKBP1B/GNA12/HSP90AB1/HSP90B1/HTT/ITGA1/MAGI2/MASTL/MTOR/NCK1/PPIA/PPP1R15A/PPP1R15B/PPP1R16B/PPP1R8/PPP2R5D/PPP4R4/PPP6R1/PPP6R2/PPP6R3/PTBP1/ROCK1/SPPL3/STYXL1/TGFB1/TIPRL/YWHAB/YWHAE",39
"GO:0045454","GO:0045454","cell redox homeostasis","22/5323","36/14636",0.00216903782134979,0.0356913777126828,0.0302205224352507,"APEX1/BOLA3/CHD6/DDIT3/ERP44/GCLC/GIT1/GLRX2/GLRX3/GPX1/GSR/HVCN1/NNT/NOS1/NQO1/PRDX1/PRDX2/PRDX3/PRDX6/SLC2A10/TXN2/TXNRD1",22
"GO:0010001","GO:0010001","glial cell differentiation","109/5323","240/14636",0.00228875594702807,0.0372127865828576,0.0315087263052282,"ABCA2/ABL1/ACAN/AKT1/AKT2/APP/ARHGEF10/ASCL1/B4GALT5/B4GALT6/BMP2/CDK5/CDK6/CLU/CNP/CNTN1/CNTNAP1/CSK/CSPG5/CTNNB1/CUL4B/DAAM2/DAG1/DICER1/DLL1/DUSP10/EGFR/EIF2B1/EIF2B2/EIF2B4/EIF2B5/EPHA4/ERBB2/ERBB3/ERCC2/FGF2/FGF5/FKRP/GPC1/GPM6B/GRB2/GRN/HAPLN2/HAPLN3/HDAC1/HES1/HES5/HRAS/ID4/IFNGR1/ITGB4/KDM4A/LAMB2/LAMC3/LDLR/LIF/LRP1/MAPK1/MAPK3/MAPT/MDK/MECP2/MED12/METTL3/MTOR/MXRA8/NCSTN/NDRG1/NFIA/NFIB/NOG/NR1D1/NSUN5/NTRK2/OLIG2/PHGDH/PICK1/PLEC/POU3F2/PPP3R1/PRDM8/PRMT5/PTPN11/QKI/RAF1/RELA/RHOA/ROR1/SERPINE2/SIRT2/SKI/SLC25A46/SOD1/SOX4/SOX8/SOX9/STAT3/SUZ12/TGFB1/TMEM98/TNFRSF21/TP73/TSPAN2/TUBA1A/VCAN/VIM/WASF3/WDR1/ZEB2",109
"GO:0000380","GO:0000380","alternative mRNA splicing, via spliceosome","38/5323","71/14636",0.00230058464785142,0.0372127865828576,0.0315087263052282,"CELF1/CELF2/CELF3/CELF4/DDX5/DHX9/FMR1/HNRNPL/HNRNPM/HNRNPU/HNRNPUL1/KHDRBS1/KHDRBS3/NCBP1/NOVA1/PQBP1/PTBP1/PUF60/RBFOX2/RBM11/RBM15/RBM15B/RBM17/RBM24/RBM4/RBM8A/RBMX/RBPMS/RBPMS2/RNPS1/SFPQ/SFSWAP/SMU1/SRSF6/SRSF9/STRAP/TIA1/ZBTB7A",38
"GO:0071453","GO:0071453","cellular response to oxygen levels","74/5323","155/14636",0.00230173256418382,0.0372127865828576,0.0315087263052282,"AIFM1/AK4/AKT1/AQP1/ATG7/ATP6AP1/ATP6V0D1/ATP6V1A/ATP6V1G1/BAD/BMP7/BNIP3L/BRIP1/CAV1/CBS/CCNA2/CITED2/CPEB1/CPEB2/CPEB4/CYBB/DDAH1/EEF2K/EGLN1/ENO1/EPAS1/EPHA4/FAS/FGFR2/FOS/GNGT1/HIF1A/HILPDA/HMOX1/HP1BP3/INHBA/IRAK1/MALAT1/MDM2/MDM4/MLST8/MTOR/MYC/NDNF/NDRG1/NDUFS2/NONO/PCK1/PDK1/PICK1/PIK3CB/PLK3/PMAIP1/POU4F2/PPARD/PPARG/PTGIS/RORA/RPTOR/SCN2A/SFRP1/SIRT2/SLC29A1/STC1/SUV39H1/TBL2/TGFB1/TMBIM6/TMEM199/TWIST1/USP19/VEGFA/VHL/ZFP36L1",74
"GO:2000045","GO:2000045","regulation of G1/S transition of mitotic cell cycle","74/5323","155/14636",0.00230173256418382,0.0372127865828576,0.0315087263052282,"ACTB/ACTL6A/ADAM17/ADAMTS1/AKT1/ARID1B/ARID2/BCL7A/BCL7B/BCL7C/BID/BRD7/BTN2A2/CACNB4/CASP2/CCND1/CCND2/CCND3/CCNE1/CCNH/CDC6/CDK2AP2/CDKN1A/CDKN2B/CTDSP1/CTDSP2/CUL4A/CUL4B/DPF1/DPF2/E2F1/EGFR/EIF4G1/FBXO7/FHL1/GTSE1/INHBA/INO80/KANK2/KLF11/KLF4/MDM2/MEPCE/MNAT1/MTBP/PBRM1/PKD1/PLK2/PLK3/PLRG1/PPP2CA/PRMT2/PSME1/PSME3/PTPN6/RDX/RFWD3/RPA2/RPL26/RPS27L/RPTOR/RRM1/RRM2/SLFN11/SMARCA4/SMARCB1/SMARCC1/SMARCD1/SMARCE1/STIL/TFDP1/TRIAP1/WAC/WEE1",74
